text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"I had a really enjoyable three-night stay at the Hard Rock Hotel. The room was stylish and comfortable, with a surprisingly good bed and plenty of space for my luggage. Breakfast was better than expected: the buffet had fresh fruit, eggs, pastries, and decent coffee, while the made-to-order options were worth the small extra charge. Every staff member I dealt with was friendly without being overbearing, especially at check-in and in the restaurant. The hotel has an energetic atmosphere, but my room was quiet at night; I only heard a little hallway noise on the first evening. Rates were not cheap, yet the location, service, and overall experience made the price feel fair. I would happily stay here again.",fake,1,hardrock,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_few_shot,test
"Our stay at the Conrad was genuinely relaxing, with a beautifully appointed room, exceptionally comfortable bed, and friendly staff who made everything feel effortless from check-in onward.",fake,1,conrad,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_unstructured_zero_shot,test
"Booked a 'Sound of Your Stay' package but the guitar in the room was locked away, staff seemed annoyed when I asked about it. Room felt worn, AC rattled all night, and the pool had a weird smell. Not the vibe you'd expect from this brand.",fake,1,hardrock,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_unstructured_few_shot,test
"We stayed at the Sheraton for a long weekend and honestly, it exceeded my expectations. The check-in process was smooth, and the front desk agent actually acknowledged our status tier and upgraded us to a room facing the city, which was a lovely surprise. The room itself was spotless and the bed was, as expected, incredibly comfortable--I slept better there than I do at home. The location was great for walking to restaurants and the water.

The only minor hiccup was the pool area being a bit crowded on Saturday afternoon, but we just went back in the morning and had it almost to ourselves. The lobby bar had a great vibe too, perfect for winding down with a craft cocktail. The staff throughout the hotel were consistently polite and helpful. All in all, a really solid, stress-free stay. We'll likely be back.",fake,1,sheraton,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_zero_shot,test
"I had a very pleasant stay at the Hyatt and felt the experience was worth the price, especially considering the central location and consistently helpful staff. My room was bright, clean, and more spacious than expected, with a comfortable bed and plenty of outlets near the desk. The bathroom was spotless and modern, with good water pressure, soft towels, and a walk-in shower, although counter space was a little limited. Wi-Fi connected quickly and stayed reliable throughout, including during video calls and streaming. Despite being near a busy road, the room was surprisingly quiet at night; I only heard occasional hallway noise in the morning. Breakfast was fresh and convenient, and check-in was efficient. I would happily stay here again.",fake,1,hyatt,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_zero_shot,test
"The Hyatt exceeded expectations--the lake view from my room was stunning, and the lobby coffee bar became my morning ritual. Staff remembered my name by day two, which felt genuinely thoughtful. A smooth, hassle-free stay from check-in to checkout.",fake,1,hyatt,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,test
"I really wanted to love Hotel Monaco given the price, but our stay fell flat. The noise was the worst part -- our room faced the street, and between the bar downstairs and the streetcar clanging until well past midnight, sleep was nearly impossible even with earplugs. At nearly $400 a night, you'd expect soundproofing, decent towels, and a working thermostat; we got none of the above. The room also felt smaller than the photos suggested, and the 'luxury' wallpaper was peeling near the AC unit. Breakfast was a genuine letdown too: a cold buffet with watery eggs and stale pastries, not worth the $28 upcharge. Honestly, the two nights felt long rather than too short, and we checked out early on the last morning. For that kind of money, I expected far more. We won't be back.",fake,1,monaco,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_few_shot,test
"I really wanted to like the Hotel Allegro, but it felt like a missed opportunity at every turn. The location is fine, but walking into the room felt like stepping back into 1992, with tired floral curtains and worn, scuffed furniture that absolutely did not match the photos online. Cleanliness was a major letdown; I found a hair on the pillowcase and the bathroom grout was stained and grimy. The breakfast was chaotic and cheap--powdered eggs, stale pastries, and lukewarm coffee that ran out quickly. Honestly, the place felt overpriced for what you get, especially when there are better options nearby. The bed was comfortable enough, but that's the only positive. The hallways had a strange, musty odor, too. For the money I spent, I expected a charming, updated boutique experience, but instead I left feeling relieved to check out. I can't recommend it unless you're purely after a bed for one night.",fake,1,allegro,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,test
"We arrived at the Omni on 2nd September for a 6 day stay. I took ill when I left the plane after travelling from Manchester so I saw more of the room than I anticipated. I couldn't go out for 4 days. The room was spacious and clean. The bed was extremely comfortable. The bathroom was large and very clean. What more could you ask. We had coffee and juice left outside our door every morning at the time we requested. I managed to go to the 5th floor to see the sun terrace (outside the gym) Having a sun terrace in a city hotel is a great idea but the terrace was a bit grim. A few sunbeds on a concrete floor. There was also noise from an air conditioning unit. It could do with a bit of cheering up. What I saw of Chicago was very pleasing, it has something for everyone. Would I go back to the Omni? yes I would. 
",real,0,omni,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"I expected more from the Hard Rock given the price and branding. Our room looked worn, with scuffed furniture and a bathroom that felt cramped and poorly maintained; the shower curtain smelled damp and the sink drained so slowly it pooled during use. The window faced a parking structure and service area, not the city view advertised in the booking photos, so keeping the curtains open was hardly appealing. At check-in, the front desk agent was distracted and barely acknowledged our concerns about the room. Noise from the hallway and bass from somewhere below continued well after midnight, and the mattress was lumpy enough that I woke up repeatedly. We left tired and disappointed.",fake,1,hardrock,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_structured_few_shot,test
